categoryNumber,keyword,subkeyword,text,url
0,Data Forest Data Forest,,빅데이터 분석에서 머신러닝까지 다양한 오픈소스 어플리케이션을 제공하는 네이버 클라우드 플랫폼의 빅데이터 분석 플랫폼 서비스 자세히 보기,
0,Data Forest Application Data Forest App Data Forest Application Data Forest App,,네이버 클라우드 플랫폼의 Data Forest에서 사용자가 최적화된 빅데이터 시스템을 구축할 수 있도록 제공하는 14가지 종류의 애플리케이션,
0,Data Key 데이터 키,,"데이터 암호화에 직접적으로 적용하는 키. 고객이 직접 관리하며, KKMS 이용 가이드에서는 데이터 키라는 용어로 구분하여 지칭",
0,Data Migration 데이터 마이그레이션,,데이터베이스 검색 성능 향상을 위해 데이터 사용 빈도에 따라 데이터 저장 공간이나 저장 형태를 조정하는 행위,
0,Data Node 데이터 노드,,네이버 클라우드 플랫폼의 Search Engine Service에서 제공하는 Elasticsearch 클러스터 구성 요소 중 하나로 실제 데이터가 저장되는 서버이며 코디네이트 노드로만 통신하는 노드,
0,Data Teleporter 데이터 텔레포터,,전용 어플라이언스를 통해 대용량 데이터를 빠르게 이전하도록 돕는 서비스 자세히 보기,
0,Data Warehouse DW 데이터 웨어하우스 디더블유,,조직 내에서 분산 운영되는 각각의 데이터베이스 관리 시스템에 축적된 데이터들을 공통의 형식으로 변환하여 통합하고 조정관리하는 데이터베이스 기술,
0,Database Database,,"고객 서비스 요구사항에 맞는 다양한 데이터 플랫폼(관계형 데이터베이스, NoSQL, 메모리 캐시 등)을 제공하는 네이버 클라우드 플랫폼의 서비스 카테고리 자세히 보기",
0,DataBase Instance  데이터베이스 인스턴스 ,,특정한 순간에 데이터베이스에 저장되어 있는 정보의 모임,
0,DataBase Management System DBMS 데이터베이스 관리 시스템 디비엠에스,,다수의 사용자가 데이터베이스 내 데이터에 접근할 수 있도록 돕는 소프트웨어 도구의 집합,
0,Decryption 복호화,,암호화를 통해 변환된 암호문을 원래의 데이터(평문)로 변환하는 과정,
0,Deep Learning 심층 기계 학습,,일반적인 기계 학습 모델보다 더 깊은 신경망 계층 구조를 이용하는 기계 학습(출처: 한국정보통신기술협회),
0,Default Access Control Group Default ACG 기본 접근 제어 그룹 기본 에이씨지,,계정마다 기본 생성되어 있는 ACG,
0,Default Cooldown 쿨다운 기본값,,새롭게 생성된 서버일지라도 Init-Script 실행이나 업데이트 설치 등의 이유로 실제 서비스 수행을 위해서는 준비 소요 시간이 필요하기 때문에 실제 Scaling이 수행 중이거나 수행 완료된 후에 모니터링 이벤트 알람이 발생하더라도 무시하도록 설정한 기간의 기본값,
0,Delay 지연 시간,,송신자가 트랜잭션을 시작한 것과 송신자가 처음으로 응답을 받은 것 사이의 시간. 또는 지정된 경로를 통해 발신 장치에서 수신 장치로 패킷을 이동시키는 데 필요한 시간,
0,Deleted Content 삭제된 콘텐츠,,네이버 클라우드 플랫폼의 WORKBOX에서 공유 폴더나 개인 폴더 화면에서 삭제한 폴더(파일)를 관리할 수 있는 기능 메뉴,
0,Deny 거부,,문서를 요청한 컴퓨터의 호스트명이나 호스트 주소를 가지고 접근을 거부하는 지시어,
0,Deny-Allow Group Deny-Allow Group,,다수의 IP로 구성된 목록의 집합으로 Network ACL 규칙 설정 시 접근 소스나 목적지의 객체로 동작,
0,Desired Capacity 기대 용량,,"서버의 수가 조정되는 기준. 이 값은 최소 용량 이상, 최대 용량 이하여야 하며 미지정 시 초기에 최소 용량만큼 서버를 생성",
0,Dev Dev,,Spark Job을 제출하기 위한 클라이언트 서버로 활용 가능한 애플리케이션,
0,Dev Tools Dev Tools,,DevOps를 적용하여 신속하고 안전하게 소프트웨어 개발 환경을 구축하고 배포할 수 있도록 지원하는 네이버 클라우드 플랫폼의 서비스 카테고리 자세히 보기,
0,Developer Public Key 개발자 공개 키,,"Android 개발자가 앱에 서명할 때 사용하는 공개 키. Android 개발자별 부여되는 Android Keystore에 저장되며, AppSafer에서는 사용자 및 앱 인증을 위한 보안 키 발급에 이용",
0,Developers 디벨로퍼스,,네이버 클라우드 플랫폼의 WORKPLACE에서 서비스 연동 및 다양한 API를 제공하는 개발자 도구 기능,
0,DevOps 디봅스,,소프트웨어 개발과 IT 운영을 병행하고 협업하는 방식으로 소프트웨어 개발(software Development)과 IT 운영(Information Technology Operations)의 합성어(출처: 한국정보통신기술협회),
0,Digital Rights Management DRM 디지털 저작권 관리 디알엠,,디지털 미디어의 불법 및 비인가 된 사용을 제한하기 위하여 저작권 소유자나 판권 소유자가 이용하는 정보 보호 기술의 일종인 접근 제어 기술,
0,Digital Video Recorder DVR 디지털 영상 저장 장치 디브이알,,영상을 비디오 테이프가 아닌 하드 디스크 기반의 디지털 저장 장치에 기록하는 장비,
0,Direct Server Return DSR 다이렉트 서버 리턴 디에스알,,L4를 사용한 SLB의 구성 시 리얼 서버는 VIP의 인터페이스를 받을 수 있도록 설정하며 각각의 리얼 서버는 L4를 거치지 않고 직접 사용자에게 응답 패킷을 전달하는 방식,
0,Directions 15 Directions 15,,"길찾기 API로 앱 메인 화면에서 주요 지역까지의 소요 시간과 거리, 예상 유류비, 통행 요금 정보를 제공하는 네이버 클라우드 플랫폼의 서비스",
0,Directions 5 Directions 5,,"길찾기 API로 앱 메인 화면에서 주요 지역까지의 소요 시간과 거리, 예상 유류비, 통행 요금 정보를 제공하는 네이버 클라우드 플랫폼의 서비스",
0,Disaster Recovery DR 재해복구,,기업의 비즈니스 연속성을 확보하고 24X7 서비스 고가용성을 제공하기 위한 네이버 클라우드 플랫폼의 재해 복구 솔루션 자세히 보기,
0,Distinguished Names of Certificates DN 인증서 고유이름 DN,,"X.509 인증서에 명시되는 주체 식별자로, 네트워크에서 특정 주체를 식별하기 위해 정의한 표준인 X.500 기반",
0,Distributed Denial of Service DDoS 서비스 거부 공격 디도스,,흔히 DDoS라 지칭되며 고객의 서비스가 불가능하도록 자원을 고갈시키는 공격. Anti-DDoS는 고객의 서비스로 인입되는 DDoS 공격을 탐지차단하여 고객의 서비스가 안정적으로 운영될 수 있도록 지원,
0,Docker 도커,,리눅스의 응용 프로그램들을 소프트웨어 컨테이너 안에 배치하는 일을 자동화하는 오픈 소스 프로젝트,
0,Document OCR Document OCR,,"영수증, 신분증, 명함 등 인식 대상에 개인정보나 민감 정보가 포함되어 있을 수 있어 사전 신청 및 승인 절차 진행 후 제공하는 CLOVA OCR 서비스",
0,Document Store Database 문서 저장 데이터베이스,,일반적인 RDMS(관계형 데이터베이스)에서 사용하는 행(row)이라는 개념보다 유연한 모델인 문서(document)를 사용하는 데이터베이스. 복잡한 계층 관계를 하나의 레코드(Record)에 입력 및 표현 가능,
0,DOM Processing DOM 프로세싱,,브라우저가 HTML을 파싱하고 해석하는 데 걸리는 시간,
0,Domain 도메인,,"검색 엔진을 용도에 따라 구분하기 위해 제공하는 개념으로 여러 서비스, 개발, 테스트, 운영 환경에 따라 별도 도메인 생성 가능",
0,Domain Name System DNS 도메인 네임 시스템 디엔에스,,인터넷상의 도메인 이름을 실제로 접속 가능한 주소로 식별해서 찾을 수 있도록 돕는 서비스 자세히 보기,
0,domainCode domainCode,,NRN에서 네이버 클라우드 플랫폼 서비스의 도메인을 구분하는 코드,
0,Dormant Accounts 휴면 계정,,네이버 클라우드 플랫폼의 서비스를 1년 이상 사용하지 않은 회원의 경우 정보통신망 이용촉진 및 정보보호 등에 관한 법률에 의거하여 로그인과 서비스 이용에 제약을 두기 위해 전환된 계정의 상태,
0,Drive 드라이브,,네이버 클라우드 플랫폼의 네이버웍스에서 키워드로 본문까지 검색 가능하며 보안 링크로 내외부 멤버와 안전하게 공유할 수 있는 기능,
0,Drupal Drupal,,"Linux + Apache + MySQL + PHP + Drupal 설치 프로세스를 원클릭으로 시작할 수 있는 설치형 서비스 상품으로, 리눅스를 운영체제로 사용하면서 Apache Web ServerMySQL(MariaDBPHP)를 활용한 CMS 구축 서비스 플랫폼",
0,Dynamic Content 동적 콘텐츠,,"PHP, ASP, JSP 등을 이용하여 접속자별 요청에 대해 서로 다른 콘텐츠를 응답하는 콘텐츠 형태",
0,Dynamic Host Configuration Protocol DHCP 동적 호스트 구성 프로토콜 디에이치씨피,,IP 주소를 동적으로 할당하는 프로토콜,
0,Dynamic Large Object DLO Dynamic Large Object DLO,,5GB 이상의 대용량 파일 관리 방식의 한 종류,
0,Dynamic Routing 동적 라우팅,,네트워크 토폴로지나 트래픽 변화에 자동으로 맞추어 조정하는 라우팅,
0,E-Commerce Service 이커머스 서비스,,"자사몰 구축 플랫폼부터 결제, 디자인, 마케팅, 데이터 분석 등 기타 부가 서비스까지 이커머스 고객을 위한 end-to-end 클라우드 서비스를 제공하는 네이버 클라우드 플랫폼의 솔루션 자세히 보기",
0,Edge Node 엣지노드,,네이버 클라우드 플랫폼의 Cloud Hadoop 클러스터에서 외부 접속을 위한 게이트웨이용 노드,
0,Effective Log Search & Analytics ELSA 효과적인 로그 검색 및 분석 엘사,,서비스 운영 시 발생하는 애플리케이션 로그를 쉽고 빠르게 저장하고 분석하는 기능. 대시보드를 통해 실시간 로그 발생 현황은 물론 기간별 로그 발생 추이를 확인할 수 있어 효율적인 서비스 운영 가능 자세히 보기,
0,Elasticsearch Elasticsearch,,"Apache Lucene을 기반으로 하는 오픈소스 RESTful 검색 및 분석 엔진으로 정형비정형 데이터, 위치 정보, 메트릭 등 다양한 형태의 데이터를 저장하고 다양한 방법으로 검색 가능",
0,Encryption 암호화,,키를 이용해 데이터(평문)를 무작위로 조작하여 의미를 파악할 수 없는 정보(암호문)로 변환하는 과정,
0,Enemy Enemy,,"네이버 클라우드 플랫폼의 Game 상품군에서 펫, 몬스터, 드론, PVP 상대, 레이드 보스와 같이 게임 콘텐츠 내 아군이 아닌 모든 대결 대상",
0,Entity 엔티티,,"CLOVA Chatbot에서 인명, 기관명, 장소, 날짜와 상품명 등 도메인 특화된 단어들이 등록된 사전",
0,Envelope Encryption 봉투 암호화,,데이터를 직접 암호화하여 보호하는 것이 아니라 데이터를 암호화한 암호 방식을 보호함으로써 데이터 기밀성과 통제권을 모두 만족시키는 암호 방식,
0,Epoch 시간 기원,,"중요한 사건, 변화가 일어난 정적인 시간 기원으로, unix epoch는 1970년 1월 1일 새벽 0시를 의미",
0,Expenditures 지출,,네이버 클라우드 플랫폼의 WORKPLACE에서 우리 회사 거래처 관련 경비 지출을 간편하게 관리하는 기능,
0,Expense 비용,,네이버 클라우드 플랫폼의 WORKPLACE에서 국내 8대 카드사와 법인 카드 정보를 연동하여 투명하고 계획적으로 비용을 관리하는 기능,
0,eXtensible Markup Language XML 확장 가능한 마크업 언어 엑스엠엘,,"인간과 기계가 모두 이해할 수 있는 텍스트 형태로 마크업 포맷을 정의하기 위한 메타 언어. 인터넷 환경에 적합하도록 간결성, 보편성, 활용성에 중점을 두고 설계됐으며 유니코드(Unicode) 기반으로 다국어를 지원하고, 텍스트 형식의 데이터 포맷으로 플랫폼에 상관없이 다양한 시스템에서 활용 가능",
0,Fail-over 페일오버,,1선 시스템이 장애나 운용 시간 종료로 가동이 중단되면 2선 시스템이 기능을 넘겨받아 운용되는 백업 모드,
0,FairPlay FairPlay,,Apple에서 제공하는 DRM 기술 규격으로 각각의 HLS 세그먼트를 Sample-AES 방식으로 암호화,
0,File Filter 파일 필터,,Hash Filter에서 확인이 되지 않은 파일을 업로드하여 악성 여부를 분석할 수 있는 기능,
0,File Safer 파일 세이퍼,,고객의 서비스에서 제공하는 파일과 아웃링크의 악성 여부를 검사하는 서비스 자세히 보기,
0,File Transfer Protocol FTP 파일 전송 프로토콜 에프티피,,서버와 클라이언트 간 사용되는 파일 전송 프로토콜,
0,Finance 금융,,금융 및 핀테크 기업을 위한 독립적인 Financial Cloud를 구축하고 인프라 및 각종 서비스를 구성할 수 있는 네이버 클라우드 플랫폼의 솔루션 자세히 보기,
0,Financial Cloud 금융 클라우드,,복잡한 금융 컴플라이언스를 준수하며 금융 및 핀테크 관련 기업이 쉽고 빠르게 IT 인프라를 구축하고 관리할 수 있도록 설계된 네이버클라우드의 금융기관 전문 클라우드 서비스 자세히 보기,
0,Firebase Cloud Messaging FCM 파이어베이스 클라우드 메시징 에프씨엠,,메시지를 안정적으로 무료 전송할 수 있는 교차 플랫폼 메시징 솔루션,
0,Firewall 방화벽,,"컴퓨터 네트워크 분야에서는 해커나 크래커의 불법 침입을 차단하여 정보 유출, 시스템 파괴 등의 보안 문제를 사전에 방지하는 소프트웨어, 혹은 그 소프트웨어가 탑재된 하드웨어. 네트워크 방화벽은 일반적으로 네트워크 구조의 최상단에 위치하며 인터넷과 같은 외부망으로부터 들어오는 접근 시도를 1차로 제어통제(허용거부)함으로써 내부 네트워크를 보호하는 역할을 수행",
0,Flooding 플러딩,,"스위치와 브릿지가 사용하는 트래픽 전달 기법으로, 장치의 특정 인터페이스에서 처음 수신한 트래픽을 장치의 다른 인터페이스에 전달하는 행위",
0,Flow 플로우,,특정 시간 동안 네트워크상의 지정된 관찰 지점을 지나가는 패킷의 집합. 패킷의 출발지와 목적지 정보 등을 가진 데이터,
0,Form² 설문,,네이버 클라우드 플랫폼의 네이버웍스에서 사내 구성원이나 외부 협력업체의 의견을 빠르게 취합하여 결과를 확인할 수 있는 기능,
0,Form¹ 폼,,"CLOVA Chatbot에서 사용자의 질문에 따라 객관식 및 주관식의 질문을 제공하고, 답변에 대한 피드백으로 대화를 이어갈 수 있도록 도와주는 기능",
0,Frame Rate 프레임 레이트,,출력 비디오 스트림에 보여지는 초당 프레임 수,
0,Game Chat Game Chat,,게임에 꼭 필요한 라이브 채팅을 할 수 있는 플랫폼을 쉽고 빠르게 제공하는 네이버 클라우드 플랫폼의 서비스 자세히 보기,
0,Game Report Game Report,,게임의 모든 데이터를 분석하여 게임 내 지표를 재선할 수 있도록 하는 네이버 클라우드 플랫폼의 게임 전문 빅데이터 서비스 자세히 보기,
0,Game Report Lib Core Game Report Lib Core,,SDK를 통해 적재되는 원천 로그를 실시간으로 조회할 수 있는 기능,
0,Game Report SDK Game Report SDK,,네이버 클라우드 플랫폼의 Game Report를 사용하기 위한 분석 및 로그 수집 플랫폼 기술 관련 SDK,
0,Game Report Think Core Game Report Think Core,,"인 게임에 대한 각종 실시간 지표 조회, 사용자 및 매출 현황 확인 및 분석, 이벤트 분석, 랭킹 분석 등을 지원하는 기능",
0,GAMEPOT 게임팟,,게임에 필요한 기능을 쉽고 빠르게 구현할 수 있도록 안정적인 인프라와 SDK를 함께 제공하는 서비스 자세히 보기,
0,GAMEPOT Android SDK GAMEPOT Android SDK,,Android 애플리케이션을 개발할 수 있는 GAMEPOT의 Android용 SDK,
0,GAMEPOT iOS SDK GAMEPOT iOS SDK,,iOS 애플리케이션을 개발할 수 있는 GAMEPOT의 iOS용 SDK,
0,Game² 게임,,게임 개발 리소스를 줄이고 개발 기간을 단축하거나 게임 서비스 기능 확장 및 효과적인 운영을 지원하는 네이버 클라우드 플랫폼의 솔루션 분야 자세히 보기,
0,Game¹ Game,,게임 서비스에 필요한 다양한 기능을 쉽고 빠르며 비용 효율적으로 구현할 수 있도록 지원하는 네이버 클라우드 플랫폼의 서비스 카테고리 자세히 보기,
0,GDPR compatible Data Processing Addendum GDPR compatible DPA GDPR compatible Data Processing Addendum GDPR compatible DPA,,네이버 클라우드 플랫폼을 사용하여 GDPR에 따라 고객 개인정보를 처리하는 경우 적용되는 합의된 계약사항으로 제공하는 데이터 처리 부칙 자세히 보기,
0,General Data Protection Regulation GDPR General Data Protection Regulation GDPR,,"2018년 5월 25일부터 시행되는 새로운 유럽연합의 개인정보 보호법으로 EU 데이터 보호 지침(Directive 9546EC)을 대체하게 되며, 각 EU 회원국에 구속력이 있는 단일 데이터 보호법을 적용함으로써 EU 전체에 포괄적으로 적용하는 강력한 프라이버시 관련 법률 자세히 보기",
0,Geocoding Geocoding,,"지번, 도로명, 우편번호를 질의어로 사용해서 주소 정보를 검색하여 주소 목록과 세부 정보에 대한 검색 결과를 json 형태로 반환하는 네이버 클라우드 플랫폼의 서비스",
0,Geolocation 지오로케이션,,고객 서버에서 질의한 IP 주소에 대하여 지역 정보 DB를 검색하고 해당 지역의 정보를 고객 서버로 전달하는 서비스 자세히 보기,
0,Getting Started 쉬운 시작 가이드,,클라우드 서비스 사용 경험이 적은 고객을 대상으로 네이버 클라우드 플랫폼에서 자주 사용되는 상품의 기본 사용 방법과 구체적인 활용 사례를 설명하는 기술 문서,
0,Git 깃,,프로그램 등의 소스 코드 관리를 위한 분산 버전 관리 시스템,
0,GitHub 깃허브,,버전 관리 시스템인 Git을 이용하는 프로젝트를 위해 원격 저장소를 제공하는 서비스,
0,Gitlab CE Gitlab CE,,"Linux + Gitlab CE의 Stack 설치 프로세스를 원클릭으로 시작할 수 있는 설치형 서비스 상품으로, 리눅스를 운영체제로 사용하면서 Gitlab CE를 활용한 Collaboration Code 서비스 플랫폼",
0,Global Global,,전 세계 주요 거점에 구축한 인프라를 통해 보다 효율적으로 서비스를 구축할 수 있도록 지원하는 네이버 클라우드 플랫폼의 서비스 카테고리 자세히 보기,
0,Global Content Delivery Network Global CDN 글로벌 콘텐츠 전송 네트워크 글로벌 시디엔,,세계 어느 곳에서나 빠르고 안정적으로 콘텐츠를 전송할 수 있는 해외 거점 기반 서비스. 흔히 Global CDN으로 지칭하며 국내에서 서비스를 제공해야 할 경우 CDN 서비스를 이용 자세히 보기,
0,Global DNS Global DNS,,인터넷에서 사용하는 도메인 이름을 실제로 접속 가능한 주소로 식별해서 찾을 수 있게 하는 네이버 클라우드 플랫폼의 서비스 자세히 보기,
0,Global Latency Status 글로벌 레이턴시 스테이터스,,네이버 클라우드 플랫폼이 관리하는 글로벌 인프라의 레이턴시 현황을 실시간으로 확인할 수 있는 서비스 자세히 보기,
0,Global Region 글로벌 리전,,좀 더 효율적인 서비스 구축 지원을 위해 전 세계 주요 거점에 구축한 인프라 자세히 보기,
0,Global Route Manager 글로벌 루트 매니저,,DNS 기반의 다양한 방법을 통해 네트워크 트래픽을 안정적으로 로드 밸런싱 하는 GSLB 서비스 자세히 보기,
0,Glossary 용어사전,,"네이버 클라우드 플랫폼의 포털, 콘솔 및 상품과 솔루션에서 사용 중인 용어의 의미를 해설하고 약어를 안내하는 네이버 클라우드 플랫폼 가이드 센터의 서비스",
0,Gradle Gradle,,"Linux + Gradle의 Stack 설치 프로세스를 원클릭으로 시작할 수 있는 설치형 서비스 상품으로, 리눅스를 운영체제로 사용하면서 Gradle를 활용한 빌드 서비스 플랫폼",
0,Graphical User Interface GUI 그래픽 유저 인터페이스 지유아이,,마우스로 아이콘을 클릭하며 프로그램을 작동시키는 컴퓨팅 환경,
0,Graphics Processing Unit GPU 그래픽 처리 장치 지피유,,동시에 고성능 연산 처리를 할 수 있도록 최적화된 컴퓨팅 자원,
0,Graphics Processing Unit Server GPU Server 그래픽 처리 장치 서버 지피유 서버,,흔히 GPU 서버로 지칭하며 병렬 처리에 최적화되어 고성능 커퓨팅 파워를 보유한 서버 자세히 보기,
0,Guide 사용 가이드,,"네이버 클라우드 플랫폼에서 제공하고 있는 모든 상품과 솔루션에 대한 개념과 원리, 사용 방법을 설명하는 기술 문서",
0,Guide Center 가이드 센터,,누구나 부담 없이 쉽고 빠르게 클라우드 서비스를 시작할 수 있도록 다양한 콘텐츠를 제공하는 네이버 클라우드 플랫폼의 포털 메뉴,
0,Hackathon 해커톤,,‘해킹(Hacking)’과 ‘마라톤(Marathon)’의 합성어로 마라톤처럼 일정한 시간과 장소에서 프로그램을 해킹하거나 개발하는 행사(출처: 한국정보통신기술협회),
0,Hadoop 하둡,,대용량 데이터를 분산 처리할 수 있는 자바 기반의 오픈소스 프레임 워크,
0,Hadoop User Experience Hue Hadoop User Experience Hue,, Apache Hadoop 클러스터와 함께 사용되는 웹 기반 사용자 인터페이스로 다른 Hadoop 에코 시스템과 함께 그룹화되어 Hive 작업 및 Spark Job 등 실행 가능,
0,Hard Disk Drive HDD 하드디스크 드라이브 하드디스크,,"자성 물질로 덮인 플래터를 회전시키고, 그 위에 헤드(Head)를 접근 시켜 플래터 표면의 자기 배열을 변경하는 방식으로 데이터를 읽거나 쓰는 저장 장치",
0,Hash 해시,,"임의의 길이의 데이터를 고정된 길이의 데이터로 매핑하는 “Cryptographic Hash Function(암호화 해시 함수)”에 의해 얻어지는 값으로, 흔히 해시값, 해시 코드, 해시 체크섬, 해시로 지칭",
0,Hash Filter 해시 필터,,의심되는 파일 또는 URL의 스트링에서 추출한 Hash 값을 이용하여 악성 여부를 확인할 수 있는 기능,
0,Hash-based Message Authentication Code HMAC 해시 기반 메시지 인증 코드 에이치맥,,해싱 기법을 적용하여 메시지의 위변조를 방지하는 기법,
0,Hbase Hbase,,"스케일이 쉽고 데이터가 많아도 실시간 랜덤 읽기, 쓰기가 가능한 HDFS 기반의 데이터 저장소",
0,Health Check 헬스 체크,,Auto Scaling Group의 가상 서버에 주기적인 상태 확인을 수행하여 상태가 비정상인 가상 서버를 식별하도록 체크하는 행위,
0,Health Check Grace Period 헬스 체크 보류 기간,,서버가 생성되어 운영 중일지라도 업데이트 설치 작업 등과 같이 특정 상황이 발생하여 헬스 체크에 정상 응답하지 못하는 경우 헬스 체크에 실패하더라도 서버 헬스에 이상이 있다고 판단하지 않도록 설정하는 기간,
0,Health Check Type 헬스 체크 유형,,"헬스 체크의 유형으로 서버와 로드밸런서 가운데 선택 가능. Auto Scaling Group 설정에서 로드밸런서 이름을 지정한 경우에는 헬스 체크 유형도 로드밸런서로 설정하며, 이런 경우 Auto Scaling은 로드밸런서 헬스 체크 방식과 기준에 따라 서버의 상태를 판단",
0,Health Information Exchange HIE 진료 정보 교류 에이치아이이,,"환자들이 의료기관에서 진료를 받을 때 발생하는 진단 내역, 투약 내역, 검사 내역 등의 진료 정보를 교류에 동의한 환자들을 대상으로 의료기관 간 안전하게 전달하는 행위",
0,Healthcare 의료 서비스,,"의료법, 개인정보 보호법과 시설 및 장비에 대한 세부 기준을 충족하여 안전하고 편리하게 각종 의료 IT 서비스를 구축하고 의료 서비스 혁신을 위한 빅 데이터 분석, AI 서비스를 제공하는 네이버 클라우드 플랫폼의 솔루션 자세히 보기",
0,Healthcare Cloud 의료 클라우드,,의료기관 및 의료 서비스에 최적화된 IT 인프라를 구축하고 관리할 수 있도록 설계된 네이버클라우드의 의료기관 전문 클라우드 서비스  자세히 보기,
0,Helm Helm,,kubernetes Package Manager로 클라이언트인 Helm과 cluster 내에 설치되는 tiller 서버로 구성,
0,High Performance Computing HPC 고성능 컴퓨팅 에이치피씨,,방대한 양의 데이터를 분석하여 가치 있는 정보를 생산하고 복잡한 연산을 빠르게 해결하는 대규모 컴퓨팅 서비스 자세히 보기,
0,HIT 히트,,접속자가 요청한 콘텐츠가 유효한 형태로 CDN 캐시 서버에 있어 접속자의 요청에 대해서 바로 응답하는 상태,
0,Home 홈,,네이버 클라우드 플랫폼의 네이버웍스에서 공지사항이나 사내 중요 정보를 다른 직원들과 공유할 수 있는 게시판 기능,
0,Homomorphic cryptography 동형 암호,,"암호화 기법 중 하나로 데이터를 암호화한 상태에서 컴퓨팅 연산이 가능한 기술. 연산 결과도 암호문의 상태이며, 복호화 결과는 평문 연산 결과와 동일",
0,Hooking 후킹,,"운영체제나 응용 소프트웨어 등 각종 프로그램을 호출하는 메시지, 이벤트 등을 중간에 바꾸거나 가로채는 명령방법기술 행위",
0,Horizontal Pod Autoscaler HPA Horizontal Pod Autoscaler HPA,,쿠버네티스 서비스에서 현재 Pod이 사용 중인 자원에 따라서 필요한 Pod의 개수를 증가시키거나 감소시키는 오토스케일러,
0,Hospital Information Service HIS 의료 정보 시스템 에이치아이에스,,"의료, 행정, 재정적, 법적 문제 및 해당 서비스의 처리와 같은 병원 운영의 모든 측면을 관리할 수 있도록 설계한 포괄적인 통합 정보 시스템",
0,HTTP Live Streaming HLS HTTP Live Streaming 에이치엘에스,,애플(Apple)사에서 만든 하이퍼텍스트 전송 규약(HTTP) 기반의 미디어 전송 프로토콜(출처: 한국정보통신기술협회),
0,Hugo Hugo,,GO 언어로 만들어진 가장 인기 있는 오픈소스 정적 사이트 생성기 중 하나로 정적 웹 페이지를 빠르게 만들고 쉽게 관리 가능하며 네이버 클라우드 플랫폼에서는 설치형 상품으로 제공,
0,Hybrid Cloud Hosting 하이브리드 클라우드 호스팅,,데이터센터 환경과 클라우드 환경을 통합하여 운영할 수 있는 서비스 자세히 보기,
0,Hybrid Cloud² 하이브리드 클라우드²,,온 프레미스 기반의 복잡했던 IT 환경을 시스템 변화는 최소화하면서 클라우드의 장점을 더한 하이브리드 클라우드 솔루션으로 통합 관리할 수 있는 네이버 클라우드 플랫폼의 솔루션 자세히 보기,
0,Hybrid Cloud¹ 하이브리드 클라우드¹,,단일 애플리케이션을 위해 퍼블릭과 프라이빗 클라우드를 결합한 방식(출처: 한국정보통신기술협회),
0,Hybrid&Private Cloud Hybrid&Private Cloud,,하이브리드와 프라이빗 클라우드 구축을 위한 서비스를 제공하는 네이버 클라우드 플랫폼의 서비스 카테고리 자세히 보기,
0,Hyperledger Fabric 하이퍼레저 패브릭,,모듈형 블록체인 프레임 워크로 엔터프라이즈 수준의 애플리케이션 및 솔루션 개발을 위한 리눅스 재단의 오픈소스 프로젝트,
0,HyperText Transfer Protocol HTTP 하이퍼텍스트 전송 프로토콜 에이치티티피,,웹 서버와 사용자의 인터넷 브라우저 사이에 문서를 전송하기 위해 사용되는 통신 규약,
0,Hypertext Transfer Protocol Header HTTP Header 하이퍼텍스트 전송 프로토콜 헤더 에이치티티피 헤더,,"흔히 HTTP 헤더로 지칭하며, 웹 서버로 보내는 요청과 요청 데이터를 설명하는 메타 정보를 포함하며 추가적으로 지정된 이름과 값 전송 가능",
0,Hypertext Transfer Protocol Status Code HTTP Status Code 하이퍼텍스트 전송 프로토콜 상태 코드 에이치티티피 상태 코드,,"서버로 API 요청을 보내면 서버에서는 API 호출이 잘 됐는지 HTTP 상태코드 값과 함께 보내는 응답 코드(예: 호출이 정상적으로 이뤄졌을 경우 200, API 호출 방법 오류인 경우 400, 403, 404, 서버 오류인 경우 500과 같은 상태 코드를 리턴)",
0,Hypervisor 하이퍼바이저,,"프로세서나 메모리와 같은 다양한 컴퓨터 자원에 서로 다른 각종 운영체제의 접근 방법을 통제하는 얇은 계층의 소프트웨어. 다수의 운영체제를 하나의 컴퓨터 시스템에서 가동할 수 있게 하는 소프트웨어로 중앙 처리 장치(CPU)와 운영체제 사이에 중간 웨어로 사용되며, 하나의 컴퓨터에서 서로 다른 운영체제를 사용하는 가상 컴퓨터를 만들 수 있는 효과적인 가상화 엔진",
0,IAP IAP,,네이버 클라우드 플랫폼의 GAMEPOT에서 인앱 구매 시 상품 정보를 관리하는 기능,
